rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,city,state,zip,county,latitude,longitude
790,79,University of Minnesota,64.1,790,55.2,83,59.3,77,82.7,213,78.2,112,40.2,768,United States,"61,120",12.4,11%,52 : 48,University of Minnesota,"Veterinary Science,Business & Management,Psychology,General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Medicine & Dentistry,Civil Engineering,Politics & International Studies (incl Development Studies),Geography,Mathematics & Statistics,Sociology,Agriculture & Forestry,Law,Biological Sciences,Chemistry,Archaeology,Art, Performing Arts & Design,Languages, Literature & Linguistics,Sport Science,Computer Science,History, Philosophy & Theology,Economics & Econometrics,Chemical Engineering,Other Health,Accounting & Finance,Architecture,Communication & Media Studies,Education,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering",False,False,Minneapolis,MN,55455,Hennepin,44.9778,-93.2353
7310,601–800,"University of Nevada, Las Vegas",28.3–35.2,7310,28.7,490,22.6,546,41.3,759,35.1,1164,32.2,937,United States,"24,982",22.7,5%,57 : 43,"University of Nevada, Las Vegas","Languages, Literature & Linguistics,Physics & Astronomy,Electrical & Electronic Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,General Engineering,Sociology,Sport Science,Education,Agriculture & Forestry,Architecture,Economics & Econometrics,Computer Science,Psychology,Archaeology,Veterinary Science,Art, Performing Arts & Design,Medicine & Dentistry,Chemistry,Mechanical & Aerospace Engineering,Geography,Business & Management,Mathematics & Statistics,History, Philosophy & Theology,Communication & Media Studies,Other Health,Law,Biological Sciences,Politics & International Studies (incl Development Studies)",False,False,Las Vegas,IN,89154,Clark,36.1069,-115.1411
3290,301–350,University of New Mexico (Main campus),44.5–46.8,3290,29.2,478,31.8,320,83.6,201,37.4,862,33.2,915,United States,"19,382",17.1,5%,55 : 45,University of New Mexico (Main campus),"Mechanical & Aerospace Engineering,Biological Sciences,Other Health,Economics & Econometrics,Sociology,Education,Law,Geography,Medicine & Dentistry,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Chemical Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,General Engineering,Psychology,Mathematics & Statistics,Sport Science,Art, Performing Arts & Design,Business & Management,Communication & Media Studies,Chemistry,Languages, Literature & Linguistics,Architecture,Computer Science,Politics & International Studies (incl Development Studies),Physics & Astronomy",False,False,Albuquerque,NM,87106,Bernalillo,35.0838,-106.6201
1140,=113,University of Pittsburgh-Pittsburgh campus,60.4,1140,47.4,130,45.5,154,95.1,71,40.7,619,39.3,785,United States,"26,652",5.8,11%,51 : 49,University of Pittsburgh-Pittsburgh campus,"Mathematics & Statistics,Physics & Astronomy,Law,Other Health,Biological Sciences,Computer Science,Art, Performing Arts & Design,Education,Geography,Communication & Media Studies,Architecture,Accounting & Finance,Sport Science,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Chemistry,Sociology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Civil Engineering,Psychology,Languages, Literature & Linguistics,General Engineering,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",False,False,Pittsburgh,PA,15260,Allegheny,40.4426,-79.9541
7840,601–800,University of Texas at Arlington,28.3–35.2,7840,21.0,868,18.3,687,50.0,627,39.7,682,46.0,634,United States,"28,835",25.2,15%,56 : 44,University of Texas at Arlington,"Mathematics & Statistics,Economics & Econometrics,Biological Sciences,Psychology,Other Health,Education,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Communication & Media Studies,History, Philosophy & Theology,Computer Science,Physics & Astronomy,Business & Management,Civil Engineering,Accounting & Finance,Sociology,Sport Science,Agriculture & Forestry,Languages, Literature & Linguistics,Architecture,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Chemistry,General Engineering",False,False,Arlington,TX,76013,Tarrant,32.7291,-97.1151
400,=38,University of Texas at Austin,75.4,400,68.2,37,76.2,37,93.2,92,46.6,409,39.1,793,United States,"49,165",17.2,10%,52 : 48,University of Texas at Austin,"Architecture,Business & Management,Law,Communication & Media Studies,Biological Sciences,Economics & Econometrics,Psychology,Education,Sport Science,History, Philosophy & Theology,Computer Science,Physics & Astronomy,Archaeology,Medicine & Dentistry,Electrical & Electronic Engineering,Sociology,General Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,Accounting & Finance,Mechanical & Aerospace Engineering,Geography,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry",False,False,Austin,TX,78705,Travis,30.2838,-97.7364
3440,301–350,University of Texas at Dallas,44.5–46.8,3440,23.7,710,29.3,375,82.1,219,39.9,673,60.2,386,United States,"22,757",21.6,25%,43 : 57,University of Texas at Dallas utd,"Computer Science,Psychology,Chemistry,History, Philosophy & Theology,Economics & Econometrics,Mechanical & Aerospace Engineering,Geography,General Engineering,Business & Management,Biological Sciences,Accounting & Finance,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mathematics & Statistics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Other Health,Sociology",False,False,Richardson,TX,75080,Dallas,32.9894,-96.7487
9830,801–1000,University of Texas at El Paso,22.2–28.2,9830,21.0,869,22.9,529,36.3,841,34.4,1392,40.7,756,United States,"17,089",23.2,8%,53 : 47,University of Texas at El Paso,"Physics & Astronomy,Accounting & Finance,Sport Science,Art, Performing Arts & Design,Biological Sciences,Mechanical & Aerospace Engineering,Economics & Econometrics,Sociology,Education,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Other Health,Geography,Electrical & Electronic Engineering,Civil Engineering,General Engineering,Languages, Literature & Linguistics,Chemistry,Politics & International Studies (incl Development Studies),Computer Science,Psychology,Agriculture & Forestry,Communication & Media Studies,Business & Management",False,False,El Paso,TX,79968,El Paso,31.7717,-106.5035
1070,=107,University of Virginia (Main campus),61.5,1070,54.4,87,43.5,171,91.3,113,41.6,573,48.9,572,United States,"23,116",8.6,12%,52 : 48,University of Virginia (Main campus),"Biological Sciences,Law,Art, Performing Arts & Design,Computer Science,Sport Science,Business & Management,Psychology,Medicine & Dentistry,Geography,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Chemistry,Electrical & Electronic Engineering,Architecture,General Engineering,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Economics & Econometrics,Chemical Engineering,Mechanical & Aerospace Engineering,Sociology,Other Health,Archaeology,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Education,Communication & Media Studies",False,False,Charlottesville,VA,22903,Albemarle,38.0339,-78.5118
260,26,University of Washington,81.6,260,72.2,31,82.2,28,98.6,25,47.5,390,60.4,380,United States,"45,692",11.1,16%,53 : 47,University of Washington,"Psychology,History, Philosophy & Theology,Other Health,Chemistry,Languages, Literature & Linguistics,General Engineering,Chemical Engineering,Physics & Astronomy,Agriculture & Forestry,Computer Science,Biological Sciences,Archaeology,Education,Veterinary Science,Politics & International Studies (incl Development Studies),Accounting & Finance,Mechanical & Aerospace Engineering,Communication & Media Studies,Economics & Econometrics,Mathematics & Statistics,Architecture,Medicine & Dentistry,Electrical & Electronic Engineering,Sociology,Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Law,Geography",False,False,Seattle,WA,98195,King,47.6557,-122.3108
2490,201–250,William & Mary,50.1–53.7,2490,47.5,129,21.1,591,87.4,152,35.3,1131,37.3,836,United States,"8,235",11.4,9%,55 : 45,William & Mary,"Psychology,Computer Science,Sport Science,History, Philosophy & Theology,Mathematics & Statistics,Accounting & Finance,Law,Sociology,Art, Performing Arts & Design,Education,Physics & Astronomy,Geography,Languages, Literature & Linguistics,Chemistry,Politics & International Studies (incl Development Studies),Business & Management,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Economics & Econometrics",False,False,Williamsburg,VA,23185,James City,37.2732,-76.7196
