rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,city,state,zip,county,latitude,longitude
4530,401–500,University of Montana,37.1–41.6,4530,37.9,246,20.4,567,68.0,382,34.6,1070,26.6,955,United States,"8,957",16.1,3%,56 : 44,University of Montana,"Law,Geology, Environmental, Earth & Marine Sciences,Sociology,Physics & Astronomy,Languages, Literature & Linguistics,Education,Chemistry,Art, Performing Arts & Design,Computer Science,Sport Science,Communication & Media Studies,History, Philosophy & Theology,Other Health,Biological Sciences,Accounting & Finance,Economics & Econometrics,Mathematics & Statistics,Psychology,Business & Management,Geography,Medicine & Dentistry,Agriculture & Forestry,Politics & International Studies (incl Development Studies)",False,False,Missoula,MT,59812,Missoula,46.861,-113.9829
7250,601–800,"University of Nevada, Las Vegas",26.0–33.4,7250,29.4,453,21.2,536,43.0,660,34.0,1236,31.5,863,United States,"25,120",26.1,5%,56 : 44,"University of Nevada, Las Vegas","Languages, Literature & Linguistics,Physics & Astronomy,Electrical & Electronic Engineering,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,General Engineering,Sociology,Sport Science,Education,Agriculture & Forestry,Architecture,Economics & Econometrics,Computer Science,Psychology,Archaeology,Veterinary Science,Art, Performing Arts & Design,Medicine & Dentistry,Chemistry,Mechanical & Aerospace Engineering,Geography,Business & Management,Mathematics & Statistics,History, Philosophy & Theology,Communication & Media Studies,Other Health,Law,Biological Sciences,Politics & International Studies (incl Development Studies)",False,False,Las Vegas,IN,89154,Clark,36.1069,-115.1411
3330,301–350,University of New Mexico (Main campus),44.0–46.3,3330,27.8,498,32.0,291,78.7,250,37.3,780,32.0,848,United States,"21,506",18.8,5%,55 : 45,University of New Mexico (Main campus),"Mechanical & Aerospace Engineering,Biological Sciences,Other Health,Economics & Econometrics,Sociology,Education,Law,Geography,Medicine & Dentistry,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Chemical Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,General Engineering,Psychology,Mathematics & Statistics,Sport Science,Art, Performing Arts & Design,Business & Management,Communication & Media Studies,Chemistry,Languages, Literature & Linguistics,Architecture,Computer Science,Politics & International Studies (incl Development Studies),Physics & Astronomy",False,False,Albuquerque,NM,87106,Bernalillo,35.0838,-106.6201
1130,=110,University of Pittsburgh-Pittsburgh campus,60.3,1130,47.8,123,44.5,147,95.9,56,40.4,580,38.2,724,United States,"26,517",5.9,11%,52 : 48,University of Pittsburgh-Pittsburgh campus,"Mathematics & Statistics,Physics & Astronomy,Law,Other Health,Biological Sciences,Computer Science,Art, Performing Arts & Design,Education,Geography,Communication & Media Studies,Architecture,Accounting & Finance,Sport Science,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Chemistry,Sociology,Economics & Econometrics,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Civil Engineering,Psychology,Languages, Literature & Linguistics,General Engineering,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",False,False,Pittsburgh,PA,15260,Allegheny,40.4426,-79.9541
7820,601–800,University of Texas at Arlington,26.0–33.4,7820,19.3,888,17.6,672,48.0,597,39.3,640,45.6,581,United States,"27,061",23.8,15%,55 : 45,University of Texas at Arlington,"Mathematics & Statistics,Economics & Econometrics,Biological Sciences,Psychology,Other Health,Education,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Communication & Media Studies,History, Philosophy & Theology,Computer Science,Physics & Astronomy,Business & Management,Civil Engineering,Accounting & Finance,Sociology,Sport Science,Agriculture & Forestry,Languages, Literature & Linguistics,Architecture,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Chemistry,General Engineering",False,False,Arlington,TX,76013,Tarrant,32.7291,-97.1151
390,39,University of Texas at Austin,75.4,390,68.8,40,74.2,36,94.8,66,48.7,346,38.0,729,United States,"48,561",17.1,10%,51 : 49,University of Texas at Austin,"Architecture,Business & Management,Law,Communication & Media Studies,Biological Sciences,Economics & Econometrics,Psychology,Education,Sport Science,History, Philosophy & Theology,Computer Science,Physics & Astronomy,Archaeology,Medicine & Dentistry,Electrical & Electronic Engineering,Sociology,General Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Chemical Engineering,Mathematics & Statistics,Accounting & Finance,Mechanical & Aerospace Engineering,Geography,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Other Health,Chemistry",False,False,Austin,TX,78705,Travis,30.2838,-97.7364
2930,251–300,University of Texas at Dallas,46.4–49.4,2930,23.7,655,28.6,356,87.5,151,41.6,522,59.5,361,United States,"20,787",21.6,25%,43 : 57,University of Texas at Dallas utd,"Computer Science,Psychology,Chemistry,History, Philosophy & Theology,Economics & Econometrics,Mechanical & Aerospace Engineering,Geography,General Engineering,Business & Management,Biological Sciences,Accounting & Finance,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mathematics & Statistics,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Other Health,Sociology",False,False,Richardson,TX,75080,Dallas,32.9894,-96.7487
7830,601–800,University of Texas at El Paso,26.0–33.4,7830,19.6,863,21.4,529,41.8,678,34.0,1250,37.9,730,United States,"16,744",23.6,8%,53 : 47,University of Texas at El Paso,"Physics & Astronomy,Accounting & Finance,Sport Science,Art, Performing Arts & Design,Biological Sciences,Mechanical & Aerospace Engineering,Economics & Econometrics,Sociology,Education,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Other Health,Geography,Electrical & Electronic Engineering,Civil Engineering,General Engineering,Languages, Literature & Linguistics,Chemistry,Politics & International Studies (incl Development Studies),Computer Science,Psychology,Agriculture & Forestry,Communication & Media Studies,Business & Management",False,False,El Paso,TX,79968,El Paso,31.7717,-106.5035
1070,107,University of Virginia (Main campus),61.0,1070,53.8,89,41.1,178,92.7,90,44.1,432,47.7,545,United States,"24,295",9.4,12%,53 : 47,University of Virginia (Main campus),"Biological Sciences,Law,Art, Performing Arts & Design,Computer Science,Sport Science,Business & Management,Psychology,Medicine & Dentistry,Geography,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Chemistry,Electrical & Electronic Engineering,Architecture,General Engineering,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Economics & Econometrics,Chemical Engineering,Mechanical & Aerospace Engineering,Sociology,Other Health,Archaeology,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Education,Communication & Media Studies",False,False,Charlottesville,VA,22903,Albemarle,38.0339,-78.5118
280,28,University of Washington,80.4,280,70.7,33,79.7,28,98.9,19,47.6,367,59.3,365,United States,"45,476",11.3,16%,53 : 47,University of Washington,"Psychology,History, Philosophy & Theology,Other Health,Chemistry,Languages, Literature & Linguistics,General Engineering,Chemical Engineering,Physics & Astronomy,Agriculture & Forestry,Computer Science,Biological Sciences,Archaeology,Education,Veterinary Science,Politics & International Studies (incl Development Studies),Accounting & Finance,Mechanical & Aerospace Engineering,Communication & Media Studies,Economics & Econometrics,Mathematics & Statistics,Architecture,Medicine & Dentistry,Electrical & Electronic Engineering,Sociology,Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Law,Geography",False,False,Seattle,WA,98195,King,47.6557,-122.3108
2480,201–250,William & Mary,49.5–53.0,2480,47.8,124,19.8,596,86.7,165,34.6,1077,34.5,801,United States,"8,098",11.8,9%,55 : 45,William & Mary,"Psychology,Computer Science,Sport Science,History, Philosophy & Theology,Mathematics & Statistics,Accounting & Finance,Law,Sociology,Art, Performing Arts & Design,Education,Physics & Astronomy,Geography,Languages, Literature & Linguistics,Chemistry,Politics & International Studies (incl Development Studies),Business & Management,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Economics & Econometrics",False,False,Williamsburg,VA,23185,James City,37.2732,-76.7196
