rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,city,state,zip,county,latitude,longitude,year
2190,201–250,University of Iowa,50.6–54.2,2190,42.3,180,30.2,376,80.6,264,50.6,364,46.1,674,United States,"29,406",11.6,10%,53 : 47,University of Iowa,"Other Health,Biological Sciences,Education,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Computer Science,General Engineering,Geography,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Business & Management,Civil Engineering,Physics & Astronomy,Economics & Econometrics,Law,Sociology,Languages, Literature & Linguistics,Chemical Engineering,Psychology,Accounting & Finance,Chemistry,Art, Performing Arts & Design,Sport Science,Communication & Media Studies",False,False,Iowa City,IA,52242,Johnson,41.660695,-91.535698,2021
2310,201–250,University of Miami,50.6–54.2,2310,45.1,149,25.0,499,81.4,248,40.5,650,60.6,408,United States,"16,179",6.3,16%,52 : 48,University of Miami,"Architecture,Education,Computer Science,Geology, Environmental, Earth & Marine Sciences,Business & Management,Biological Sciences,Psychology,Art, Performing Arts & Design,Civil Engineering,Physics & Astronomy,Languages, Literature & Linguistics,General Engineering,Communication & Media Studies,History, Philosophy & Theology,Electrical & Electronic Engineering,Mathematics & Statistics,Sociology,Other Health,Agriculture & Forestry,Accounting & Finance,Chemical Engineering,Sport Science,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Medicine & Dentistry,Mechanical & Aerospace Engineering,Geography,Chemistry",False,False,Coral Gables,FL,33146,Miami-Dade,25.720406,-80.27645,2021
2450,201–250,University of Utah,50.6–54.2,2450,38.3,245,31.8,340,86.6,181,56.4,292,32.8,1003,United States,"30,692",14.8,8%,48 : 52,University of Utah,"Architecture,Electrical & Electronic Engineering,Accounting & Finance,Education,Mathematics & Statistics,Languages, Literature & Linguistics,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Geography,Business & Management,Biological Sciences,Chemical Engineering,History, Philosophy & Theology,Chemistry,Politics & International Studies (incl Development Studies),Other Health,Law,Sociology,Mechanical & Aerospace Engineering,Medicine & Dentistry,Computer Science,General Engineering,Physics & Astronomy,Sport Science,Art, Performing Arts & Design,Economics & Econometrics,Agriculture & Forestry,Psychology,Communication & Media Studies",False,False,Salt Lake City,UT,84112,Salt Lake,40.762484,-111.846044,2021
2460,201–250,Virginia Polytechnic Institute and State University,50.6–54.2,2460,36.2,296,42.4,194,72.5,367,47.8,409,55.6,499,United States,"34,155",18.4,14%,43 : 57,Virginia Polytechnic Institute and State University virginia tech virginia,"Languages, Literature & Linguistics,General Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Education,Sport Science,Communication & Media Studies,Art, Performing Arts & Design,Business & Management,Geology, Environmental, Earth & Marine Sciences,Architecture,Computer Science,Sociology,Archaeology,Geography,Politics & International Studies (incl Development Studies),Chemistry,Veterinary Science,Agriculture & Forestry,Other Health,Physics & Astronomy,History, Philosophy & Theology,Biological Sciences,Medicine & Dentistry,Electrical & Electronic Engineering,Economics & Econometrics,Psychology,Chemical Engineering,Accounting & Finance,Civil Engineering",False,False,Blacksburg,VA,24061,Montgomery,37.229906,-80.419988,2021
2550,251–300,University at Buffalo,48.0–50.5,2550,36.8,272,34.0,298,73.1,355,44.7,480,64.6,358,United States,"26,341",17.5,16%,44 : 56,University at Buffalo,"Architecture,Communication & Media Studies,Education,Electrical & Electronic Engineering,Physics & Astronomy,History, Philosophy & Theology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,Archaeology,General Engineering,Psychology,Economics & Econometrics,Mechanical & Aerospace Engineering,Chemistry,Accounting & Finance,Civil Engineering,Mathematics & Statistics,Medicine & Dentistry,Biological Sciences,Politics & International Studies (incl Development Studies),Business & Management,Law,Geography,Languages, Literature & Linguistics,Other Health,Sport Science,Art, Performing Arts & Design,Computer Science,Agriculture & Forestry,Sociology",False,False,Buffalo,NY,14260,Erie,42.955292,-78.819555,2021
2630,251–300,Florida State University,48.0–50.5,2630,37.9,251,40.1,218,69.5,407,38.7,751,45.9,677,United States,"38,368",25.8,7%,57 : 43,Florida State University,"Chemical Engineering,Sport Science,Languages, Literature & Linguistics,Architecture,Biological Sciences,Archaeology,Sociology,Accounting & Finance,Medicine & Dentistry,Mechanical & Aerospace Engineering,Computer Science,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,General Engineering,Economics & Econometrics,Psychology,Geography,History, Philosophy & Theology,Physics & Astronomy,Civil Engineering,Education,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Other Health,Electrical & Electronic Engineering,Chemistry,Law,Business & Management",False,False,Tallahassee,FL,32306,Leon,30.443222,-84.301554,2021
2650,251–300,George Mason University,48.0–50.5,2650,31.0,429,28.9,402,89.9,139,35.0,1114,47.8,634,United States,"30,500",18.1,11%,53 : 47,George Mason University,"Psychology,Communication & Media Studies,Civil Engineering,Art, Performing Arts & Design,General Engineering,Education,Law,Sociology,Physics & Astronomy,History, Philosophy & Theology,Business & Management,Biological Sciences,Sport Science,Mechanical & Aerospace Engineering,Accounting & Finance,Geography,Electrical & Electronic Engineering,Chemistry,Other Health,Languages, Literature & Linguistics,Economics & Econometrics,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Computer Science",False,False,Fairfax,VA,22030,Fairfax,38.83088,-77.30794,2021
2780,251–300,Nova Southeastern University,48.0–50.5,2780,38.7,240,11.5,1139,99.8,15,33.3,1522,29.3,1093,United States,"17,101",21.2,6%,70 : 30,Nova Southeastern University,"Computer Science,Communication & Media Studies,Accounting & Finance,Psychology,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Economics & Econometrics,Physics & Astronomy,Chemistry,Sociology,Sport Science,Education,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Medicine & Dentistry,History, Philosophy & Theology,General Engineering,Business & Management,Mathematics & Statistics,Other Health,Biological Sciences,Law",False,False,Fort Lauderdale,FL,33314,Broward,26.079337,-80.24248,2021
2970,251–300,Wake Forest University,48.0–50.5,2970,39.1,232,20.5,635,89.1,149,42.2,571,32.6,1007,United States,"7,804",4.1,10%,54 : 46,Wake Forest University,"Law,Chemistry,Accounting & Finance,Biological Sciences,History, Philosophy & Theology,Sport Science,Business & Management,General Engineering,Sociology,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Education,Communication & Media Studies,Other Health,Physics & Astronomy,Medicine & Dentistry,Psychology,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies)",False,False,Winston Salem,NC,27106,Forsyth,36.135301,-80.279004,2021
3040,301–350,Boston College,45.6–47.9,3040,48.2,116,33.3,308,64.5,481,33.5,1403,44.0,723,United States,"12,921",15.5,11%,54 : 46,Boston College,"Computer Science,Medicine & Dentistry,Physics & Astronomy,Psychology,History, Philosophy & Theology,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Education,Sociology,Economics & Econometrics,Biological Sciences,Art, Performing Arts & Design,Law,Chemistry,Politics & International Studies (incl Development Studies),General Engineering,Mathematics & Statistics,Accounting & Finance,Languages, Literature & Linguistics,Business & Management",False,False,Chestnut Hill,MA,02467,Middlesex,42.336203,-71.169242,2021
3080,301–350,University of Delaware,45.6–47.9,3080,27.9,540,39.7,222,69.1,408,95.1,56,48.9,611,United States,"21,564",17.1,10%,57 : 43,University of Delaware,"Art, Performing Arts & Design,Electrical & Electronic Engineering,Psychology,Other Health,Veterinary Science,Politics & International Studies (incl Development Studies),Business & Management,Biological Sciences,Mathematics & Statistics,Languages, Literature & Linguistics,Agriculture & Forestry,Architecture,Computer Science,Sport Science,Sociology,Economics & Econometrics,Physics & Astronomy,Mechanical & Aerospace Engineering,Chemical Engineering,Geography,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,General Engineering,History, Philosophy & Theology,Education,Chemistry,Communication & Media Studies",False,False,Newark,DE,19716,New Castle,39.678028,-75.752833,2021
3120,301–350,Illinois Institute of Technology,45.6–47.9,3120,42.2,181,27.3,434,63.3,495,36.4,936,75.7,248,United States,"6,092",14.5,49%,36 : 64,Illinois Institute of Technology,"Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Sociology,Languages, Literature & Linguistics,Chemical Engineering,Physics & Astronomy,Economics & Econometrics,Law,General Engineering,Mathematics & Statistics,Computer Science,Education,Communication & Media Studies,Architecture,Civil Engineering,Accounting & Finance,Chemistry,Electrical & Electronic Engineering,Psychology,Business & Management,Biological Sciences",False,False,Chicago,IL,60616,Cook,41.833801,-87.628346,2021
3240,301–350,University of Oregon,45.6–47.9,3240,33.0,370,24.2,519,83.1,226,34.3,1232,35.9,933,United States,"22,019",10.6,10%,54 : 46,University of Oregon,"History, Philosophy & Theology,Computer Science,Other Health,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Law,Geography,Art, Performing Arts & Design,Chemistry,Business & Management,Psychology,Economics & Econometrics,Physics & Astronomy,Architecture,Geology, Environmental, Earth & Marine Sciences,Education,Sociology,Accounting & Finance,Mathematics & Statistics,Biological Sciences,Communication & Media Studies",False,False,Eugene,OR,97403,Lane,44.044515,-123.07398,2021
3320,301–350,Rush University,45.6–47.9,3320,39.9,210,14.6,911,92.2,110,41.7,593,21.3,1336,United States,"2,624",2.2,2%,74 : 26,Rush University,"Biological Sciences,Medicine & Dentistry,Other Health",False,False,Chicago,IL,60612,Cook,41.873493,-87.669466,2021
3360,301–350,Stony Brook University,45.6–47.9,3360,33.3,360,24.5,513,78.4,291,34.7,1166,71.8,282,United States,"24,593",10.6,23%,50 : 50,Stony Brook University,"Art, Performing Arts & Design,Computer Science,Politics & International Studies (incl Development Studies),Civil Engineering,Biological Sciences,Languages, Literature & Linguistics,Accounting & Finance,Psychology,General Engineering,Other Health,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Business & Management,Education,Electrical & Electronic Engineering,Medicine & Dentistry,Geography,Physics & Astronomy,Chemical Engineering,Mathematics & Statistics,Archaeology,Sociology,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Chemistry,Economics & Econometrics",False,False,Stony Brook,NY,11794,Suffolk,40.91554,-73.12112,2021
3370,301–350,Syracuse University,45.6–47.9,3370,34.7,326,28.3,412,73.7,348,34.9,1135,49.6,595,United States,"20,484",15.0,20%,53 : 47,Syracuse University,"Economics & Econometrics,Chemical Engineering,Physics & Astronomy,History, Philosophy & Theology,Law,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Architecture,Civil Engineering,Mathematics & Statistics,Education,Biological Sciences,Sociology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Accounting & Finance,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Other Health,Chemistry,Computer Science,Sport Science,Geography,Business & Management,General Engineering,Psychology",False,False,Syracuse,NY,13244,Onondaga,43.039891,-76.13267,2021
3410,301–350,Temple University,45.6–47.9,3410,38.8,238,25.3,492,81.3,251,33.3,1526,39.2,847,United States,"36,398",13.1,9%,53 : 47,Temple University,"Accounting & Finance,General Engineering,Physics & Astronomy,Architecture,Medicine & Dentistry,Communication & Media Studies,Law,Languages, Literature & Linguistics,Computer Science,Sport Science,Sociology,History, Philosophy & Theology,Education,Agriculture & Forestry,Mechanical & Aerospace Engineering,Geography,Business & Management,Art, Performing Arts & Design,Biological Sciences,Civil Engineering,Chemistry,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mathematics & Statistics,Other Health,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Psychology",False,False,Philadelphia,PA,19122,Philadelphia,39.980712,-75.158452,2021
3490,301–350,Washington State University,45.6–47.9,3490,32.1,396,30.5,371,76.9,314,49.4,393,49.3,604,United States,"28,482",18.4,7%,53 : 47,Washington State University,"Medicine & Dentistry,Geography,Agriculture & Forestry,Accounting & Finance,Chemistry,Civil Engineering,Architecture,Electrical & Electronic Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Psychology,Computer Science,Business & Management,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,General Engineering,History, Philosophy & Theology,Sport Science,Mechanical & Aerospace Engineering,Mathematics & Statistics,Archaeology,Sociology,Art, Performing Arts & Design,Education,Veterinary Science,Biological Sciences,Economics & Econometrics,Politics & International Studies (incl Development Studies),Communication & Media Studies,Other Health",False,False,Pullman,WA,99164,Whitman,46.730448,-117.158168,2021
